line,id,source_file,type,course_code,decision,issues,question,answer
287,IR-MP-ARL6113-013,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,ARL6113,keep,,What is assessment item 3 for ARL6113?,"Assessment item 3 for ARL6113 Electrical Circuits: Lab, 10%."
288,IR-MP-ARL6113-014,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,ARL6113,keep,,What is assessment item 4 for ARL6113?,"Assessment item 4 for ARL6113 Electrical Circuits: Final Examination, 50%."
289,IR-MP-ARL6113-015,intelligent_robotics_qa_pairs.jsonl,subject_laboratory,ARL6113,keep,,Does ARL6113 Electrical Circuits have laboratory work?,Laboratory for ARL6113 Electrical Circuits: CK1: Thevenin’s Theorem and Superposition Theorem; CK2: AC Circuits
290,IR-MP-ARL6113-016,intelligent_robotics_qa_pairs.jsonl,subject_laboratory_item,ARL6113,keep,,What is lab item 1 for ARL6113?,Lab item 1 for ARL6113 Electrical Circuits: CK1: Thevenin’s Theorem and Superposition Theorem.
291,IR-MP-ARL6113-017,intelligent_robotics_qa_pairs.jsonl,subject_laboratory_item,ARL6113,keep,,What is lab item 2 for ARL6113?,Lab item 2 for ARL6113 Electrical Circuits: CK2: AC Circuits.
292,IR-MP-ARL6113-018,intelligent_robotics_qa_pairs.jsonl,subject_topics,ARL6113,keep,,What topics are covered in ARL6113 Electrical Circuits?,Course contents for ARL6113 Electrical Circuits: Circuit elements and signal waveforms; Basic laws of electric circuit; Network analysis; Sinusoidal steady state analysis; Transient analysis
293,IR-MP-ARL6113-019,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARL6113,keep,,What is topic 1 in ARL6113?,Topic 1 in ARL6113 Electrical Circuits: Circuit elements and signal waveforms.
294,IR-MP-ARL6113-020,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARL6113,keep,,What is topic 2 in ARL6113?,Topic 2 in ARL6113 Electrical Circuits: Basic laws of electric circuit.
295,IR-MP-ARL6113-021,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARL6113,keep,,What is topic 3 in ARL6113?,Topic 3 in ARL6113 Electrical Circuits: Network analysis.
296,IR-MP-ARL6113-022,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARL6113,keep,,What is topic 4 in ARL6113?,Topic 4 in ARL6113 Electrical Circuits: Sinusoidal steady state analysis.
297,IR-MP-ARL6113-023,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARL6113,keep,,What is topic 5 in ARL6113?,Topic 5 in ARL6113 Electrical Circuits: Transient analysis.
298,IR-MP-ARL6113-024,intelligent_robotics_qa_pairs.jsonl,subject_clos,ARL6113,keep,,What are the course learning outcomes for ARL6113 Electrical Circuits?,"Course learning outcomes for ARL6113 Electrical Circuits: Explain the basic concepts and laws of electric circuits, and different types of signals.; Solve the electrical networks using nodal and mesh analysis techniques.; Compute the impedance, resonance and complex power of sinusoidal circuits.; Analyse the transient response of RL, RC and RLC circuits.; Construct a circuit by using circuit theory experiment board to verify the law of electric circuit and phasor relationship."
299,IR-MP-ARL6113-025,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ARL6113,keep,,What is CLO 1 for ARL6113?,"CLO 1 for ARL6113 Electrical Circuits: Explain the basic concepts and laws of electric circuits, and different types of signals."
300,IR-MP-ARL6113-026,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ARL6113,keep,,What is CLO 2 for ARL6113?,CLO 2 for ARL6113 Electrical Circuits: Solve the electrical networks using nodal and mesh analysis techniques.
301,IR-MP-ARL6113-027,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ARL6113,keep,,What is CLO 3 for ARL6113?,"CLO 3 for ARL6113 Electrical Circuits: Compute the impedance, resonance and complex power of sinusoidal circuits."
302,IR-MP-ARL6113-028,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ARL6113,keep,,What is CLO 4 for ARL6113?,"CLO 4 for ARL6113 Electrical Circuits: Analyse the transient response of RL, RC and RLC circuits."
303,IR-MP-ARL6113-029,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ARL6113,keep,,What is CLO 5 for ARL6113?,CLO 5 for ARL6113 Electrical Circuits: Construct a circuit by using circuit theory experiment board to verify the law of electric circuit and phasor relationship.
304,IR-MP-ARL6113-030,intelligent_robotics_qa_pairs.jsonl,subject_source,ARL6113,keep,,What sources were used for ARL6113 Electrical Circuits?,ARL6113 Electrical Circuits uses source structure BSc-IR-March-2026-T2610.pdf and source detail Subject Code all.docx.
305,IR-MP-ARL6113-031,intelligent_robotics_qa_pairs.jsonl,subject_notes,ARL6113,keep,,What notes are listed for ARL6113 Electrical Circuits?,Notes for ARL6113 Electrical Circuits: None specified.
306,IR-MP-ARL6113-032,intelligent_robotics_qa_pairs.jsonl,subject_full_outline,ARL6113,keep,,Show the full subject outline for ARL6113 Electrical Circuits.,"Subject Code: ARL6113

Title: Electrical Circuits

Category: core

Group: technical

Year: 1

Trimester: 1

Intake Cycle Label: March/April 2026

Credit Hours: 3

Contact Hours: 46 hours (lectures, tutorials and laboratory experiments)

Pre-Requisite: None shown in structure

Objective:
To provide a basic understanding of the laws of circuit theory and the behaviour of circuits during steady-state and transient conditions.

Assessment:
- Test/Quiz: 20%
- Assignment: 20%
- Lab: 10%
- Final Examination: 50%

Laboratory:
- CK1: Thevenin’s Theorem and Superposition Theorem
- CK2: AC Circuits

Course Contents:
- Circuit elements and signal waveforms
- Basic laws of electric circuit
- Network analysis
- Sinusoidal steady state analysis
- Transient analysis

Course Learning Outcomes:
- Explain the basic concepts and laws of electric circuits, and different types of signals.
- Solve the electrical networks using nodal and mesh analysis techniques.
- Compute the impedance, resonance and complex power of sinusoidal circuits.
- Analyse the transient response of RL, RC and RLC circuits.
- Construct a circuit by using circuit theory experiment board to verify the law of electric circuit and phasor relationship.

Source Structure: BSc-IR-March-2026-T2610.pdf

Source Detail: Subject Code all.docx"
307,IR-MP-ARL6113-033,intelligent_robotics_qa_pairs.jsonl,subject_study_scope,ARL6113,keep,,What should a student know from ARL6113 Electrical Circuits?,"ARL6113 Electrical Circuits objective: To provide a basic understanding of the laws of circuit theory and the behaviour of circuits during steady-state and transient conditions. Key contents: Circuit elements and signal waveforms; Basic laws of electric circuit; Network analysis; Sinusoidal steady state analysis; Transient analysis Learning outcomes: Explain the basic concepts and laws of electric circuits, and different types of signals.; Solve the electrical networks using nodal and mesh analysis techniques.; Compute the impedance, resonance and complex power of sinusoidal circuits.; Analyse the transient response of RL, RC and RLC circuits.; Construct a circuit by using circuit theory experiment board to verify the law of electric circuit and phasor relationship."
308,IR-MP-ARE6113-001,intelligent_robotics_qa_pairs.jsonl,subject_overview,ARE6113,keep,duplicate_question,What is ARE6113 Basic Electronics about?,"ARE6113 Basic Electronics is a core subject in the technical group. Objective: To provide a sound understanding of basic electronic devices such as diodes, transistors, and their respective applications."
309,IR-MP-ARE6113-002,intelligent_robotics_qa_pairs.jsonl,subject_code_to_name,ARE6113,keep,,What is the title of ARE6113?,ARE6113 is Basic Electronics.
310,IR-MP-ARE6113-003,intelligent_robotics_qa_pairs.jsonl,subject_name_to_code,ARE6113,keep,,What is the subject code for Basic Electronics?,The subject code for Basic Electronics is ARE6113.
311,IR-MP-ARE6113-004,intelligent_robotics_qa_pairs.jsonl,subject_aliases,ARE6113,keep,,What aliases are listed for ARE6113 Basic Electronics?,Aliases for ARE6113 Basic Electronics: No aliases are listed.
312,IR-MP-ARE6113-005,intelligent_robotics_qa_pairs.jsonl,subject_placement,ARE6113,keep,,When is ARE6113 Basic Electronics placed in the Intelligent Robotics plan?,"ARE6113 Basic Electronics is listed in Year 1, Trimester 2, intake cycle July/August 2026."
313,IR-MP-ARE6113-006,intelligent_robotics_qa_pairs.jsonl,subject_credits,ARE6113,review,repeated_answer_template,How many credit hours is ARE6113?,ARE6113 Basic Electronics carries 3 credit hour(s).
314,IR-MP-ARE6113-007,intelligent_robotics_qa_pairs.jsonl,subject_contact_hours,ARE6113,keep,,What are the contact hours for ARE6113?,"ARE6113 Basic Electronics contact hours: 47 hours (lectures, tutorials & laboratory experiments)."
315,IR-MP-ARE6113-008,intelligent_robotics_qa_pairs.jsonl,subject_prerequisite,ARE6113,keep,,What prerequisite does Master&Plan list for ARE6113 Basic Electronics?,Prerequisite for ARE6113 Basic Electronics: None shown in structure
316,IR-MP-ARE6113-009,intelligent_robotics_qa_pairs.jsonl,subject_objective,ARE6113,keep,,What is the objective of ARE6113 Basic Electronics?,"To provide a sound understanding of basic electronic devices such as diodes, transistors, and their respective applications."
317,IR-MP-ARE6113-010,intelligent_robotics_qa_pairs.jsonl,subject_assessment,ARE6113,review,repeated_answer_template,How is ARE6113 Basic Electronics assessed?,Lab: 10%; Assignment: 15%; Test/Quiz: 15%; Final Examination: 60%.
318,IR-MP-ARE6113-011,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,ARE6113,keep,,What is assessment item 1 for ARE6113?,"Assessment item 1 for ARE6113 Basic Electronics: Lab, 10%."
319,IR-MP-ARE6113-012,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,ARE6113,keep,,What is assessment item 2 for ARE6113?,"Assessment item 2 for ARE6113 Basic Electronics: Assignment, 15%."
320,IR-MP-ARE6113-013,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,ARE6113,keep,,What is assessment item 3 for ARE6113?,"Assessment item 3 for ARE6113 Basic Electronics: Test/Quiz, 15%."
321,IR-MP-ARE6113-014,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,ARE6113,keep,,What is assessment item 4 for ARE6113?,"Assessment item 4 for ARE6113 Basic Electronics: Final Examination, 60%."
322,IR-MP-ARE6113-015,intelligent_robotics_qa_pairs.jsonl,subject_laboratory,ARE6113,keep,,Does ARE6113 Basic Electronics have laboratory work?,Laboratory for ARE6113 Basic Electronics: Diode Circuits; Transistor Circuits
323,IR-MP-ARE6113-016,intelligent_robotics_qa_pairs.jsonl,subject_laboratory_item,ARE6113,keep,,What is lab item 1 for ARE6113?,Lab item 1 for ARE6113 Basic Electronics: Diode Circuits.
324,IR-MP-ARE6113-017,intelligent_robotics_qa_pairs.jsonl,subject_laboratory_item,ARE6113,keep,,What is lab item 2 for ARE6113?,Lab item 2 for ARE6113 Basic Electronics: Transistor Circuits.
325,IR-MP-ARE6113-018,intelligent_robotics_qa_pairs.jsonl,subject_topics,ARE6113,keep,,What topics are covered in ARE6113 Basic Electronics?,Course contents for ARE6113 Basic Electronics: Fundamentals of semiconductor devices; P-N junction characteristics and diode models; Diode applications; Bipolar junction transistor and biasing techniques; Transistor amplifier and small-signal equivalent circuits
326,IR-MP-ARE6113-019,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARE6113,keep,,What is topic 1 in ARE6113?,Topic 1 in ARE6113 Basic Electronics: Fundamentals of semiconductor devices.
327,IR-MP-ARE6113-020,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARE6113,keep,,What is topic 2 in ARE6113?,Topic 2 in ARE6113 Basic Electronics: P-N junction characteristics and diode models.
328,IR-MP-ARE6113-021,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARE6113,keep,,What is topic 3 in ARE6113?,Topic 3 in ARE6113 Basic Electronics: Diode applications.
329,IR-MP-ARE6113-022,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARE6113,keep,,What is topic 4 in ARE6113?,Topic 4 in ARE6113 Basic Electronics: Bipolar junction transistor and biasing techniques.
330,IR-MP-ARE6113-023,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARE6113,keep,,What is topic 5 in ARE6113?,Topic 5 in ARE6113 Basic Electronics: Transistor amplifier and small-signal equivalent circuits.
331,IR-MP-ARE6113-024,intelligent_robotics_qa_pairs.jsonl,subject_clos,ARE6113,keep,,What are the course learning outcomes for ARE6113 Basic Electronics?,Course learning outcomes for ARE6113 Basic Electronics: Explain the fundamental properties of semiconductor material and characteristics of PN junction as circuit element.; Analyse the diode and bipolar junction transistor (BJT) circuits.; Analyse the transistor amplifier circuits.; Demonstrate the diode and transistor circuits.
332,IR-MP-ARE6113-025,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ARE6113,keep,,What is CLO 1 for ARE6113?,CLO 1 for ARE6113 Basic Electronics: Explain the fundamental properties of semiconductor material and characteristics of PN junction as circuit element.
333,IR-MP-ARE6113-026,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ARE6113,keep,,What is CLO 2 for ARE6113?,CLO 2 for ARE6113 Basic Electronics: Analyse the diode and bipolar junction transistor (BJT) circuits.
334,IR-MP-ARE6113-027,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ARE6113,keep,,What is CLO 3 for ARE6113?,CLO 3 for ARE6113 Basic Electronics: Analyse the transistor amplifier circuits.
335,IR-MP-ARE6113-028,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ARE6113,keep,,What is CLO 4 for ARE6113?,CLO 4 for ARE6113 Basic Electronics: Demonstrate the diode and transistor circuits.
336,IR-MP-ARE6113-029,intelligent_robotics_qa_pairs.jsonl,subject_source,ARE6113,keep,,What sources were used for ARE6113 Basic Electronics?,ARE6113 Basic Electronics uses source structure BSc-IR-March-2026-T2610.pdf and source detail Subject Code all.docx.
337,IR-MP-ARE6113-030,intelligent_robotics_qa_pairs.jsonl,subject_notes,ARE6113,keep,,What notes are listed for ARE6113 Basic Electronics?,Notes for ARE6113 Basic Electronics: None specified.
338,IR-MP-ARE6113-031,intelligent_robotics_qa_pairs.jsonl,subject_full_outline,ARE6113,keep,,Show the full subject outline for ARE6113 Basic Electronics.,"Subject Code: ARE6113

Title: Basic Electronics

Category: core

Group: technical

Year: 1

Trimester: 2

Intake Cycle Label: July/August 2026

Credit Hours: 3

Contact Hours: 47 hours (lectures, tutorials & laboratory experiments)

Pre-Requisite: None shown in structure

Objective:
To provide a sound understanding of basic electronic devices such as diodes, transistors, and their respective applications.

Assessment:
- Lab: 10%
- Assignment: 15%
- Test/Quiz: 15%
- Final Examination: 60%

Laboratory:
- Diode Circuits
- Transistor Circuits

Course Contents:
- Fundamentals of semiconductor devices
- P-N junction characteristics and diode models
- Diode applications
- Bipolar junction transistor and biasing techniques
- Transistor amplifier and small-signal equivalent circuits

Course Learning Outcomes:
- Explain the fundamental properties of semiconductor material and characteristics of PN junction as circuit element.
- Analyse the diode and bipolar junction transistor (BJT) circuits.
- Analyse the transistor amplifier circuits.
- Demonstrate the diode and transistor circuits.

Source Structure: BSc-IR-March-2026-T2610.pdf

Source Detail: Subject Code all.docx"
339,IR-MP-ARE6113-032,intelligent_robotics_qa_pairs.jsonl,subject_study_scope,ARE6113,keep,,What should a student know from ARE6113 Basic Electronics?,"ARE6113 Basic Electronics objective: To provide a sound understanding of basic electronic devices such as diodes, transistors, and their respective applications. Key contents: Fundamentals of semiconductor devices; P-N junction characteristics and diode models; Diode applications; Bipolar junction transistor and biasing techniques; Transistor amplifier and small-signal equivalent circuits Learning outcomes: Explain the fundamental properties of semiconductor material and characteristics of PN junction as circuit element.; Analyse the diode and bipolar junction transistor (BJT) circuits.; Analyse the transistor amplifier circuits.; Demonstrate the diode and transistor circuits."
340,IR-MP-ARM6123-001,intelligent_robotics_qa_pairs.jsonl,subject_overview,ARM6123,keep,duplicate_question,What is ARM6123 Differential Equations about?,"ARM6123 Differential Equations is a core subject in the technical group. Objective: To introduce students to differential equations with focus on the ordinary differential equations and partial differential equations, as well as the requisite concepts and analysis tools to understand and solve them, including partial differentiation and integral transforms."
341,IR-MP-ARM6123-002,intelligent_robotics_qa_pairs.jsonl,subject_code_to_name,ARM6123,keep,,What is the title of ARM6123?,ARM6123 is Differential Equations.
342,IR-MP-ARM6123-003,intelligent_robotics_qa_pairs.jsonl,subject_name_to_code,ARM6123,keep,,What is the subject code for Differential Equations?,The subject code for Differential Equations is ARM6123.
343,IR-MP-ARM6123-004,intelligent_robotics_qa_pairs.jsonl,subject_aliases,ARM6123,keep,,What aliases are listed for ARM6123 Differential Equations?,Aliases for ARM6123 Differential Equations: No aliases are listed.
344,IR-MP-ARM6123-005,intelligent_robotics_qa_pairs.jsonl,subject_placement,ARM6123,keep,,When is ARM6123 Differential Equations placed in the Intelligent Robotics plan?,"ARM6123 Differential Equations is listed in Year 1, Trimester 2, intake cycle July/August 2026."
345,IR-MP-ARM6123-006,intelligent_robotics_qa_pairs.jsonl,subject_credits,ARM6123,review,repeated_answer_template,How many credit hours is ARM6123?,ARM6123 Differential Equations carries 3 credit hour(s).
346,IR-MP-ARM6123-007,intelligent_robotics_qa_pairs.jsonl,subject_contact_hours,ARM6123,keep,,What are the contact hours for ARM6123?,ARM6123 Differential Equations contact hours: 47 hours (Lecture Hours = 34 and Supervised Tutorial Hours = 13).
347,IR-MP-ARM6123-008,intelligent_robotics_qa_pairs.jsonl,subject_prerequisite,ARM6123,keep,,What prerequisite does Master&Plan list for ARM6123 Differential Equations?,Prerequisite for ARM6123 Differential Equations: ARM6113 Technical Calculus
348,IR-MP-ARM6123-009,intelligent_robotics_qa_pairs.jsonl,subject_objective,ARM6123,keep,,What is the objective of ARM6123 Differential Equations?,"To introduce students to differential equations with focus on the ordinary differential equations and partial differential equations, as well as the requisite concepts and analysis tools to understand and solve them, including partial differentiation and integral transforms."
349,IR-MP-ARM6123-010,intelligent_robotics_qa_pairs.jsonl,subject_assessment,ARM6123,keep,,How is ARM6123 Differential Equations assessed?,Tests/Quizzes: 40%; Final Examination: 60%.
350,IR-MP-ARM6123-011,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,ARM6123,keep,,What is assessment item 1 for ARM6123?,"Assessment item 1 for ARM6123 Differential Equations: Tests/Quizzes, 40%."
351,IR-MP-ARM6123-012,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,ARM6123,keep,,What is assessment item 2 for ARM6123?,"Assessment item 2 for ARM6123 Differential Equations: Final Examination, 60%."
352,IR-MP-ARM6123-013,intelligent_robotics_qa_pairs.jsonl,subject_laboratory,ARM6123,keep,,Does ARM6123 Differential Equations have laboratory work?,Laboratory for ARM6123 Differential Equations: None specified.
353,IR-MP-ARM6123-014,intelligent_robotics_qa_pairs.jsonl,subject_topics,ARM6123,keep,,What topics are covered in ARM6123 Differential Equations?,Course contents for ARM6123 Differential Equations: Ordinary differential equations; Partial differentiation; Integral transform; Partial differential equations
354,IR-MP-ARM6123-015,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARM6123,keep,,What is topic 1 in ARM6123?,Topic 1 in ARM6123 Differential Equations: Ordinary differential equations.
355,IR-MP-ARM6123-016,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARM6123,keep,,What is topic 2 in ARM6123?,Topic 2 in ARM6123 Differential Equations: Partial differentiation.
356,IR-MP-ARM6123-017,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARM6123,keep,,What is topic 3 in ARM6123?,Topic 3 in ARM6123 Differential Equations: Integral transform.
357,IR-MP-ARM6123-018,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARM6123,keep,,What is topic 4 in ARM6123?,Topic 4 in ARM6123 Differential Equations: Partial differential equations.
358,IR-MP-ARM6123-019,intelligent_robotics_qa_pairs.jsonl,subject_clos,ARM6123,keep,,What are the course learning outcomes for ARM6123 Differential Equations?,"Course learning outcomes for ARM6123 Differential Equations: Solve differential equations using various methods.; Apply concepts of calculus to solve multivariable problems.; Determine appropriate integral transforms to solve boundary or initial value problem, and difference equations."
359,IR-MP-ARM6123-020,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ARM6123,keep,,What is CLO 1 for ARM6123?,CLO 1 for ARM6123 Differential Equations: Solve differential equations using various methods.
360,IR-MP-ARM6123-021,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ARM6123,keep,,What is CLO 2 for ARM6123?,CLO 2 for ARM6123 Differential Equations: Apply concepts of calculus to solve multivariable problems.
361,IR-MP-ARM6123-022,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ARM6123,keep,,What is CLO 3 for ARM6123?,"CLO 3 for ARM6123 Differential Equations: Determine appropriate integral transforms to solve boundary or initial value problem, and difference equations."
362,IR-MP-ARM6123-023,intelligent_robotics_qa_pairs.jsonl,subject_source,ARM6123,keep,,What sources were used for ARM6123 Differential Equations?,ARM6123 Differential Equations uses source structure BSc-IR-March-2026-T2610.pdf and source detail Subject Code all.docx.
363,IR-MP-ARM6123-024,intelligent_robotics_qa_pairs.jsonl,subject_notes,ARM6123,keep,,What notes are listed for ARM6123 Differential Equations?,Notes for ARM6123 Differential Equations: Prerequisite taken from programme structure.
364,IR-MP-ARM6123-025,intelligent_robotics_qa_pairs.jsonl,subject_full_outline,ARM6123,keep,,Show the full subject outline for ARM6123 Differential Equations.,"Subject Code: ARM6123

Title: Differential Equations

Category: core

Group: technical

Year: 1

Trimester: 2

Intake Cycle Label: July/August 2026

Credit Hours: 3

Contact Hours: 47 hours (Lecture Hours = 34 and Supervised Tutorial Hours = 13)

Pre-Requisite: ARM6113 Technical Calculus

Objective:
To introduce students to differential equations with focus on the ordinary differential equations and partial differential equations, as well as the requisite concepts and analysis tools to understand and solve them, including partial differentiation and integral transforms.

Assessment:
- Tests/Quizzes: 40%
- Final Examination: 60%

Course Contents:
- Ordinary differential equations
- Partial differentiation
- Integral transform
- Partial differential equations

Course Learning Outcomes:
- Solve differential equations using various methods.
- Apply concepts of calculus to solve multivariable problems.
- Determine appropriate integral transforms to solve boundary or initial value problem, and difference equations.

Source Structure: BSc-IR-March-2026-T2610.pdf

Source Detail: Subject Code all.docx

Notes:
- Prerequisite taken from programme structure."
365,IR-MP-ARM6123-026,intelligent_robotics_qa_pairs.jsonl,subject_study_scope,ARM6123,keep,,What should a student know from ARM6123 Differential Equations?,"ARM6123 Differential Equations objective: To introduce students to differential equations with focus on the ordinary differential equations and partial differential equations, as well as the requisite concepts and analysis tools to understand and solve them, including partial differentiation and integral transforms. Key contents: Ordinary differential equations; Partial differentiation; Integral transform; Partial differential equations Learning outcomes: Solve differential equations using various methods.; Apply concepts of calculus to solve multivariable problems.; Determine appropriate integral transforms to solve boundary or initial value problem, and difference equations."
366,IR-MP-ARC6113-001,intelligent_robotics_qa_pairs.jsonl,subject_overview,ARC6113,keep,duplicate_question,What is ARC6113 Computer and Programming about?,ARC6113 Computer and Programming is a core subject in the technical group. Objective: To introduce students to computing and teach them basic programming skills.
367,IR-MP-ARC6113-002,intelligent_robotics_qa_pairs.jsonl,subject_code_to_name,ARC6113,keep,,What is the title of ARC6113?,ARC6113 is Computer and Programming.
368,IR-MP-ARC6113-003,intelligent_robotics_qa_pairs.jsonl,subject_name_to_code,ARC6113,keep,,What is the subject code for Computer and Programming?,The subject code for Computer and Programming is ARC6113.
369,IR-MP-ARC6113-004,intelligent_robotics_qa_pairs.jsonl,subject_aliases,ARC6113,keep,,What aliases are listed for ARC6113 Computer and Programming?,Aliases for ARC6113 Computer and Programming: No aliases are listed.
370,IR-MP-ARC6113-005,intelligent_robotics_qa_pairs.jsonl,subject_placement,ARC6113,keep,,When is ARC6113 Computer and Programming placed in the Intelligent Robotics plan?,"ARC6113 Computer and Programming is listed in Year 1, Trimester 2, intake cycle July/August 2026."
371,IR-MP-ARC6113-006,intelligent_robotics_qa_pairs.jsonl,subject_credits,ARC6113,review,repeated_answer_template,How many credit hours is ARC6113?,ARC6113 Computer and Programming carries 3 credit hour(s).
372,IR-MP-ARC6113-007,intelligent_robotics_qa_pairs.jsonl,subject_contact_hours,ARC6113,keep,,What are the contact hours for ARC6113?,"ARC6113 Computer and Programming contact hours: 44 hours (lectures, tutorials and laboratory experiments)."
373,IR-MP-ARC6113-008,intelligent_robotics_qa_pairs.jsonl,subject_prerequisite,ARC6113,keep,,What prerequisite does Master&Plan list for ARC6113 Computer and Programming?,Prerequisite for ARC6113 Computer and Programming: None shown in structure
374,IR-MP-ARC6113-009,intelligent_robotics_qa_pairs.jsonl,subject_objective,ARC6113,keep,,What is the objective of ARC6113 Computer and Programming?,To introduce students to computing and teach them basic programming skills.
375,IR-MP-ARC6113-010,intelligent_robotics_qa_pairs.jsonl,subject_assessment,ARC6113,keep,,How is ARC6113 Computer and Programming assessed?,Test/Quiz: 20%; Assignment: 30%; Final Examination: 50%.
376,IR-MP-ARC6113-011,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,ARC6113,keep,,What is assessment item 1 for ARC6113?,"Assessment item 1 for ARC6113 Computer and Programming: Test/Quiz, 20%."
377,IR-MP-ARC6113-012,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,ARC6113,keep,,What is assessment item 2 for ARC6113?,"Assessment item 2 for ARC6113 Computer and Programming: Assignment, 30%."
378,IR-MP-ARC6113-013,intelligent_robotics_qa_pairs.jsonl,subject_assessment_item,ARC6113,keep,,What is assessment item 3 for ARC6113?,"Assessment item 3 for ARC6113 Computer and Programming: Final Examination, 50%."
379,IR-MP-ARC6113-014,intelligent_robotics_qa_pairs.jsonl,subject_laboratory,ARC6113,keep,,Does ARC6113 Computer and Programming have laboratory work?,"Laboratory for ARC6113 Computer and Programming: Supervised tutorials done in many computer labs, including Multimedia Design Lab, Multimedia Computing Lab, etc."
380,IR-MP-ARC6113-015,intelligent_robotics_qa_pairs.jsonl,subject_topics,ARC6113,keep,,What topics are covered in ARC6113 Computer and Programming?,"Course contents for ARC6113 Computer and Programming: Overview of computer programming; Variables, operators, and expressions; Program control; Arrays, pointers, and strings; Functions and procedures; Structures; File operations"
381,IR-MP-ARC6113-016,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARC6113,keep,,What is topic 1 in ARC6113?,Topic 1 in ARC6113 Computer and Programming: Overview of computer programming.
382,IR-MP-ARC6113-017,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARC6113,keep,,What is topic 2 in ARC6113?,"Topic 2 in ARC6113 Computer and Programming: Variables, operators, and expressions."
383,IR-MP-ARC6113-018,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARC6113,keep,,What is topic 3 in ARC6113?,Topic 3 in ARC6113 Computer and Programming: Program control.
384,IR-MP-ARC6113-019,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARC6113,keep,,What is topic 4 in ARC6113?,"Topic 4 in ARC6113 Computer and Programming: Arrays, pointers, and strings."
385,IR-MP-ARC6113-020,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARC6113,keep,,What is topic 5 in ARC6113?,Topic 5 in ARC6113 Computer and Programming: Functions and procedures.
386,IR-MP-ARC6113-021,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARC6113,keep,,What is topic 6 in ARC6113?,Topic 6 in ARC6113 Computer and Programming: Structures.
387,IR-MP-ARC6113-022,intelligent_robotics_qa_pairs.jsonl,subject_topic_item,ARC6113,keep,,What is topic 7 in ARC6113?,Topic 7 in ARC6113 Computer and Programming: File operations.
388,IR-MP-ARC6113-023,intelligent_robotics_qa_pairs.jsonl,subject_clos,ARC6113,keep,,What are the course learning outcomes for ARC6113 Computer and Programming?,"Course learning outcomes for ARC6113 Computer and Programming: Demonstrate the use of arrays, pointers, characters and strings, formatted input/output, and other data structures in computer programs.; Construct self-defined functions in computer programs.; Apply the techniques used to process text files in computer programs.; Design complete and properly structured programs."
389,IR-MP-ARC6113-024,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ARC6113,keep,,What is CLO 1 for ARC6113?,"CLO 1 for ARC6113 Computer and Programming: Demonstrate the use of arrays, pointers, characters and strings, formatted input/output, and other data structures in computer programs."
390,IR-MP-ARC6113-025,intelligent_robotics_qa_pairs.jsonl,subject_clo_item,ARC6113,keep,,What is CLO 2 for ARC6113?,CLO 2 for ARC6113 Computer and Programming: Construct self-defined functions in computer programs.
